phase,step,max_steps,lr,loss,loss/raw_sum,loss/weighted_no_reg,loss/total,loss/g_ws,loss/g_red,loss/g_margin,loss/g_self,loss/g_selfpass,loss/g_lim,loss/g_rot,loss/g_man,loss/g_iso,loss/g_sigma,mask/g_red_den,mask/g_margin_den,mask/g_self_den,mask/g_selfpass_den,mask/g_lim_den,mask/g_rot_den,mask/g_man_den,mask/g_iso_den,mask/g_sigma_den,ws_acc,ws_precision,ws_recall,ws_f1,g_red_mae,g_red_rmse,g_margin_mae,g_margin_rmse,g_self_mae,g_self_rmse,g_selfpass_mae,g_selfpass_rmse,g_lim_mae,g_lim_rmse,g_rot_mae,g_rot_rmse,g_man_mae,g_man_rmse,g_iso_mae,g_iso_rmse,g_sigma_mae,g_sigma_rmse
val,32000,50000,,-2.9623868054151536,0.5033491104841232,0.5033491104841232,,,,,,,,,,,,,,,,,,,,,0.962,0.9694935936546675,0.9839009287925696,0.9766441303011678,0.10028286615945975,0.13878110092453444,0.1041169325725951,0.15660306104962668,0.07369535810807172,0.1562336807985188,0.003726179330341587,0.04480060660678805,0.05333895653763054,0.06966965162193481,0.09899372232864516,0.14140035350322638,0.010682681697094958,0.016484768190656494,0.018903257021963042,0.03472676341379846,0.04623273463441122,0.07067761556126309
train,32100,50000,0.0001,-3.1899099349975586,0.2758261561393738,0.2758261561393738,-3.1899099349975586,0.0072294301353394985,0.06686495989561081,0.10408441722393036,0.0009326621075160801,0.0007093895692378283,0.026136843487620354,0.05432658642530441,2.4278657292597927e-05,0.0006893749814480543,0.014828169718384743,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,32200,50000,0.0001,-3.097989082336426,0.3677466809749603,0.3677466809749603,-3.097989082336426,0.0785205066204071,0.06321816146373749,0.07637222856283188,0.004127400927245617,2.1244790332275443e-05,0.04579753056168556,0.05212678015232086,0.00020895051420666277,0.027251170948147774,0.020102687180042267,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
train,32300,50000,0.0001,-2.857438325881958,0.6082977652549744,0.6082977652549744,-2.857438325881958,0.14620040357112885,0.05057542026042938,0.08307171612977982,0.10324876755475998,4.6304242573569354e-07,0.054014239460229874,0.040866293013095856,0.0002030453470069915,0.08199029415845871,0.048127107322216034,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,32400,50000,0.0001,-3.20505690574646,0.2606789767742157,0.2606789767742157,-3.20505690574646,0.08121319860219955,0.05372610688209534,0.038726456463336945,5.390432761487318e-06,3.761088152032244e-08,0.021053699776530266,0.039120860397815704,0.00015174143481999636,0.0012201318750157952,0.025461317971348763,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
train,32500,50000,0.0001,-3.2942726612091064,0.1714635044336319,0.1714635044336319,-3.2942726612091064,0.012515340931713581,0.03346548229455948,0.022871730849146843,0.002383196260780096,1.1255818321842526e-07,0.02258496917784214,0.06695867329835892,0.0012809414183720946,0.001298682065680623,0.008104369975626469,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
val,32500,50000,,-2.9285140585899354,0.5372218627482652,0.5372218627482652,,,,,,,,,,,,,,,,,,,,,0.9545,0.9715346534653465,0.9721362229102167,0.9718353450943981,0.09708837129567799,0.1338291639917642,0.10772789334734158,0.16400090207141713,0.08432039295556744,0.1983025605594409,0.002038650689848436,0.03075207072962743,0.05606244835691186,0.07342360244118454,0.09883226152544052,0.14044332797731107,0.0106445961340616,0.016210461846194516,0.019497678611116145,0.03938152261332756,0.046565330489870195,0.0662436318704972
train,32600,50000,0.0001,-3.0142133235931396,0.4515225887298584,0.4515225887298584,-3.0142133235931396,0.22517092525959015,0.06918202340602875,0.057890456169843674,0.00031290302285924554,7.842469358365634e-07,0.04325485974550247,0.027231987565755844,7.00764503562823e-05,0.0009486707276664674,0.02745995670557022,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,32700,50000,0.0001,-3.160719156265259,0.30501678586006165,0.30501678586006165,-3.160719156265259,0.04445098340511322,0.03565015271306038,0.07153599709272385,0.014694128185510635,7.403662948490819e-06,0.02419002167880535,0.06941953301429749,3.072414256166667e-05,0.030131829902529716,0.014906007796525955,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
train,32800,50000,0.0001,-3.1293246746063232,0.3364112675189972,0.3364112675189972,-3.1293246746063232,0.070680633187294,0.0858873724937439,0.04414641484618187,0.004695693496614695,8.127670980684343e-08,0.019291605800390244,0.08321500569581985,0.007462469860911369,0.001190511859022081,0.01984146423637867,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,32900,50000,0.0001,-3.049265146255493,0.4164706766605377,0.4164706766605377,-3.049265146255493,0.31046026945114136,0.02213960327208042,0.03269026428461075,6.172958092065528e-05,3.7148132832953706e-05,0.015224476344883442,0.019718335941433907,5.640076778945513e-05,0.00046655203914269805,0.015615919604897499,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,33000,50000,0.0001,-3.057810068130493,0.40792590379714966,0.40792590379714966,-3.057810068130493,0.18156862258911133,0.051198482513427734,0.02636566385626793,0.03532116860151291,1.7548138657730306e-06,0.023784825578331947,0.07574431598186493,0.002322935964912176,0.0025234739296138287,0.009094622917473316,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,
val,33000,50000,,-2.93602587223053,0.5297100332006812,0.5297100332006812,,,,,,,,,,,,,,,,,,,,,0.965,0.97480024585126,0.9820433436532507,0.9784083898827884,0.10526089884179296,0.14428784974326564,0.10784587550550792,0.16877575550044532,0.0924756646156311,0.20155081000405553,0.0024499074593417047,0.031774225164409954,0.05823228650786928,0.07610525703595342,0.10381919665510071,0.14631645081704736,0.011264238357486278,0.017416483340945747,0.019448312039807115,0.034283364895841495,0.04948534462658614,0.0692175907689327
train,33100,50000,0.0001,-2.9477720260620117,0.517963707447052,0.517963707447052,-2.9477720260620117,0.22591203451156616,0.08383865654468536,0.0674404427409172,0.05896763876080513,0.00017767323879525065,0.04639888182282448,0.007016317918896675,2.0096400476177223e-05,0.012749630957841873,0.01544231828302145,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,33200,50000,0.0001,-3.1125686168670654,0.35316693782806396,0.35316693782806396,-3.1125686168670654,0.15485166013240814,0.05676306411623955,0.0662372037768364,0.003897701855748892,0.00027627593954093754,0.025192685425281525,0.023807885125279427,3.457254570093937e-05,0.0008525121374987066,0.021253373473882675,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,33300,50000,0.0001,-3.148958206176758,0.31677791476249695,0.31677791476249695,-3.148958206176758,0.15531009435653687,0.029951870441436768,0.058522142469882965,7.1281747295870446e-06,5.817143744479836e-08,0.0227142833173275,0.029294010251760483,5.393956962507218e-05,0.0007822090992704034,0.020142167806625366,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,33400,50000,0.0001,-3.333878993988037,0.13185687363147736,0.13185687363147736,-3.333878993988037,0.02842213772237301,0.025582559406757355,0.03550320863723755,4.182458724244498e-05,1.5775367501191795e-07,0.019496677443385124,0.011950192041695118,0.00016051912098191679,0.0006069277878850698,0.010092660784721375,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,33500,50000,0.0001,-3.3468925952911377,0.118843212723732,0.118843212723732,-3.3468925952911377,0.001949260593391955,0.029256369918584824,0.025427792221307755,0.0019241441041231155,0.0018732103053480387,0.016252372413873672,0.032266560941934586,0.00014023386756889522,0.0008297289023175836,0.008923549205064774,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,
val,33500,50000,,-2.937389242053032,0.5283466779813171,0.5283466779813171,,,,,,,,,,,,,,,,,,,,,0.9615,0.9706242350061199,0.9820433436532507,0.9763004001231148,0.10346250122545673,0.14395209757394403,0.10993179924809157,0.1691159036767597,0.08821293045492733,0.1939533704287503,0.0016966312293297736,0.02122967337152924,0.05538535326627017,0.0723807005061717,0.09805673859990419,0.13623851839668805,0.011549910764287777,0.0178138946127465,0.020760329210721302,0.04014676714119997,0.05256946734599654,0.0756107533100533
train,33600,50000,0.0001,-3.1788060665130615,0.28692981600761414,0.28692981600761414,-3.1788060665130615,0.09290528297424316,0.06437559425830841,0.0352894589304924,0.000508358352817595,1.1603840448515257e-06,0.010632015764713287,0.06432365626096725,0.0013305672910064459,0.0010405411012470722,0.016523173078894615,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,
train,33700,50000,0.0001,-3.1996870040893555,0.26604902744293213,0.26604902744293213,-3.1996870040893555,0.06244673952460289,0.022526104003190994,0.06618683785200119,0.007846059277653694,1.0398282029200345e-05,0.035735227167606354,0.05246856436133385,0.00016233761562034488,0.010272824205458164,0.008393939584493637,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,33800,50000,0.0001,-3.193701982498169,0.27203428745269775,0.27203428745269775,-3.193701982498169,0.12120257318019867,0.031310196965932846,0.024081265553832054,0.015663396567106247,2.6334755602874793e-06,0.02350425161421299,0.03224718198180199,0.001284120138734579,0.0011597707634791732,0.021578876301646233,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,33900,50000,0.0001,-3.093066930770874,0.37266895174980164,0.37266895174980164,-3.093066930770874,0.1483306735754013,0.0554022490978241,0.0414956696331501,4.700971840065904e-05,2.6267764496878954e-07,0.01716025546193123,0.09171968698501587,0.0023567320313304663,0.0008216255810111761,0.01533479057252407,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,34000,50000,0.0001,-3.2187907695770264,0.24694520235061646,0.24694520235061646,-3.2187907695770264,0.03550400584936142,0.07970321923494339,0.04818350076675415,0.00459888344630599,1.801698772396776e-07,0.01573382131755352,0.045820508152246475,0.0016036488814279437,0.002033606404438615,0.01376382540911436,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,
val,34000,50000,,-2.9591784512996675,0.5065574650466442,0.5065574650466442,,,,,,,,,,,,,,,,,,,,,0.96,0.9671332927571515,0.9839009287925696,0.9754450583179864,0.09539785682232388,0.13200349736674152,0.10556867010084099,0.1560467338596851,0.08876856174262315,0.19740052496764784,0.0007610890149332052,0.01046663600202253,0.05471571235464823,0.07032171700713152,0.09526762674928818,0.13151459706071153,0.010875215651553943,0.01654333093153883,0.019793133416873384,0.038012277140839025,0.050075423745178954,0.07067003364779344
train,34100,50000,0.0001,-2.8649260997772217,0.6008095741271973,0.6008095741271973,-2.8649260997772217,0.349072128534317,0.030301887542009354,0.08173447847366333,0.02075687237083912,3.112657850579126e-06,0.03558134287595749,0.03920789062976837,0.00012102806067559868,0.02470869943499565,0.019322184845805168,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,34200,50000,0.0001,-3.0623252391815186,0.40341055393218994,0.40341055393218994,-3.0623252391815186,0.1770983189344406,0.06350186467170715,0.05678905174136162,0.006163529120385647,0.021372871473431587,0.02824079804122448,0.02299308031797409,0.00011151006765430793,0.002081045415252447,0.025058461353182793,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,34300,50000,0.0001,-3.1307122707366943,0.33502358198165894,0.33502358198165894,-3.1307122707366943,0.129392609000206,0.04936033859848976,0.05551045387983322,0.0004280137945897877,9.822347237786744e-06,0.028026685118675232,0.029500814154744148,9.886685438686982e-05,0.0015195910818874836,0.04117640107870102,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,34400,50000,0.0001,-3.1796278953552246,0.2861082851886749,0.2861082851886749,-3.1796278953552246,0.07255513221025467,0.04930033162236214,0.06124839931726456,0.0008008362492546439,3.4583564456625027e-08,0.02394160069525242,0.05323055759072304,0.001219235360622406,0.002667017513886094,0.02114514820277691,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,34500,50000,0.0001,-3.2305502891540527,0.23518535494804382,0.23518535494804382,-3.2305502891540527,0.02409207448363304,0.05150670185685158,0.07266135513782501,5.3093455790076405e-05,0.0001297550043091178,0.032984621822834015,0.028959719464182854,5.11729194840882e-05,0.0006444200989790261,0.024102456867694855,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
val,34500,50000,,-2.9228071904182436,0.5429287184774876,0.5429287184774876,,,,,,,,,,,,,,,,,,,,,0.962,0.9649546827794562,0.9888544891640867,0.9767584097859328,0.10050154143811749,0.13865883937520534,0.11463457628300315,0.17234255395728873,0.09049329838885611,0.21428124128353526,0.0026610450109830213,0.03453787534671956,0.05519252808839544,0.07315573034269514,0.10020484781302166,0.14016964850293454,0.010625194257626962,0.015586753445098713,0.0215795211609303,0.04263835356030707,0.04586773822920241,0.06823727441881688
train,34600,50000,0.0001,-3.188969612121582,0.27676618099212646,0.27676618099212646,-3.188969612121582,0.10909965634346008,0.018911777064204216,0.04232262074947357,0.027946000918745995,9.751112884259783e-06,0.023380978032946587,0.04558650031685829,2.2185198758961633e-05,0.007643537595868111,0.0018431715434417129,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,34700,50000,0.0001,-3.353302240371704,0.11243367195129395,0.11243367195129395,-3.353302240371704,0.005116503220051527,0.030122576281428337,0.022628799080848694,0.0002534484083298594,0.0012530488893389702,0.019186271354556084,0.023851273581385612,8.096391684375703e-05,0.0003915795823559165,0.009549199603497982,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,34800,50000,0.0001,-3.201953172683716,0.26378270983695984,0.26378270983695984,-3.201953172683716,0.06442388147115707,0.05636902153491974,0.05529601126909256,0.021421784535050392,7.730950164841488e-05,0.02947949431836605,0.009259016253054142,8.848901779856533e-05,0.015068666078150272,0.012299025431275368,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,34900,50000,0.0001,-3.262493371963501,0.2032424360513687,0.2032424360513687,-3.262493371963501,0.02331044338643551,0.042615294456481934,0.03817747160792351,0.0006126804510131478,0.00045913917711004615,0.028794623911380768,0.032775141298770905,0.00013360747834667563,0.020641250535845757,0.01572277955710888,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,35000,50000,0.0001,-3.138408660888672,0.3273271918296814,0.3273271918296814,-3.138408660888672,0.12621144950389862,0.06493281573057175,0.03951507434248924,0.0001495595060987398,1.33682220848641e-07,0.020454982295632362,0.0582699179649353,0.002199673792347312,0.0011686257785186172,0.014424949884414673,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
val,35000,50000,,-2.970347381234169,0.49538853399455546,0.49538853399455546,,,,,,,,,,,,,,,,,,,,,0.9685,0.9784217016029593,0.9826625386996904,0.9805375347544021,0.09680987789350397,0.133604018333463,0.10008948270935022,0.1551374992228241,0.09069671283934508,0.19858686135657713,0.0015843240100163792,0.029925719381157102,0.05749394631607244,0.07392264074087895,0.09615977832776475,0.13455785006704887,0.009472380540746008,0.014158740619392896,0.019807070876607217,0.037841005904763574,0.04492239957162101,0.06585151819605631
train,35100,50000,0.0001,-3.2102439403533936,0.255491703748703,0.255491703748703,-3.2102439403533936,0.025364406406879425,0.049391116946935654,0.05988641083240509,0.0037506010849028826,4.6628180427887855e-08,0.01514841802418232,0.06737492233514786,0.0024127932265400887,0.001897734240628779,0.03026525303721428,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,35200,50000,0.0001,-3.221991539001465,0.24374431371688843,0.24374431371688843,-3.221991539001465,0.08995846658945084,0.03832586854696274,0.03971853852272034,0.01726636476814747,4.633719527191715e-06,0.007938015274703503,0.03557664155960083,0.0019412202527746558,0.0012638779589906335,0.011750692501664162,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,35300,50000,0.0001,-3.0760347843170166,0.38970085978507996,0.38970085978507996,-3.0760347843170166,0.1481025665998459,0.04667830467224121,0.05573160573840141,0.001987981842830777,2.0891346139251254e-05,0.037297073751688004,0.06344912946224213,0.00021064470638521016,0.02455594763159752,0.011666720733046532,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
train,35400,50000,0.0001,-3.2436306476593018,0.22210544347763062,0.22210544347763062,-3.2436306476593018,0.05289940536022186,0.06512722373008728,0.03805093839764595,0.0005572990048676729,5.921366664551897e-06,0.008935659192502499,0.04938061535358429,0.0020835930481553078,0.00048185428022406995,0.004582928027957678,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,35500,50000,0.0001,-3.1420722007751465,0.32366397976875305,0.32366397976875305,-3.1420722007751465,0.15739990770816803,0.049576595425605774,0.034501317888498306,0.0001270405191462487,7.938741077850864e-07,0.01290587056428194,0.06547635048627853,0.0008079903200268745,0.0005431896424852312,0.0023249236401170492,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
val,35500,50000,,-2.9313615971803664,0.5343743100762367,0.5343743100762367,,,,,,,,,,,,,,,,,,,,,0.9565,0.971604938271605,0.9746130030959752,0.9731066460587326,0.10192125544828527,0.1422670590161304,0.1095652979224828,0.16689463909698263,0.10074408404967364,0.20907996685903604,0.001863319438308385,0.022093427909423317,0.05443560979314633,0.07105259248845228,0.09797355341652968,0.14073714408472845,0.010699651502188144,0.017021071490372585,0.020945725004093564,0.0396293657505521,0.049400212807182924,0.0741767967725089
train,35600,50000,0.0001,-2.9963810443878174,0.4693549871444702,0.4693549871444702,-2.9963810443878174,0.10421803593635559,0.08957632631063461,0.07619631290435791,0.004912805277854204,0.00010925785318249837,0.054866958409547806,0.08590256422758102,0.0004849375691264868,0.020139098167419434,0.03294866159558296,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,35700,50000,0.0001,-3.3139913082122803,0.15174472332000732,0.15174472332000732,-3.3139913082122803,0.05116033926606178,0.022250516340136528,0.02749105542898178,1.1125002856715582e-05,4.782040008421973e-08,0.020930029451847076,0.018629537895321846,5.849644367117435e-05,0.0003624891978688538,0.010851084254682064,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,35800,50000,0.0001,-3.217372179031372,0.2483639419078827,0.2483639419078827,-3.217372179031372,0.05197631195187569,0.045560140162706375,0.02554968185722828,0.015050839632749557,1.395080744259758e-07,0.01622598059475422,0.08291470259428024,0.0031829923391342163,0.0006149821565486491,0.0072881863452494144,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,35900,50000,0.0001,-2.8783679008483887,0.5873681306838989,0.5873681306838989,-2.8783679008483887,0.383708119392395,0.03239208832383156,0.046211451292037964,0.0035661491565406322,0.00011393066961318254,0.02612772025167942,0.046089425683021545,0.00013329149805940688,0.020174939185380936,0.028851035982370377,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,
train,36000,50000,0.0001,-3.2917559146881104,0.17398005723953247,0.17398005723953247,-3.2917559146881104,0.07030332088470459,0.03266732767224312,0.027000386267900467,7.192774319264572e-06,2.3278390415271133e-07,0.01994415931403637,0.015709390863776207,3.251554517191835e-05,0.0003015098918695003,0.008014019578695297,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
